SystemCode;Sum;EDNo;EDDate;EDAuthor;Priority;TransKind;AccDocDate;AccDocNo;PayerName;PayerBIC;PayerCorrespAcc;PayeeName;PayeeBIC;PayeeCorrespAcc;Purpose
02;40;173;2024-10-18;4583001999;1;01;2023-04-18;52;УФК по Ленинградской области;044030098;40102810745370000098;ФИЛИАЛ № 2754 БАНКА ВТБ (ПАО);040813713;30101810708130000713;Назначение платежа? Например, порядковый номер ED101 = 173
02;45;174;2024-10-18;4583001999;1;01;2000-01-28;30;МФ АО БАНК "СНГБ";044525395;30101810245250000395;Конкурсный управляющий Банк "Прайм Финанс" (АО) - ГК "АСВ";044030845;30101810800000000845;Назначение платежа? Например, порядковый номер ED101 = 174
02;45;175;2024-10-18;4583001999;1;01;2017-01-10;90;КУ ООО КБ "ФИНАНСОВЫЙ КАПИТАЛ" - ГК "АСВ";044030741;30101810700000000741;АО АКБ "НОВИКОМБАНК";044525162;30101810245250000162;Назначение платежа? Например, порядковый номер ED101 = 175
02;98;176;2024-10-18;4583001999;1;01;1994-01-20;30;ЯКУТСКОЕ ОТДЕЛЕНИЕ N8603 ПАО СБЕРБАНК;046401728;30101810400000000609;КУ ОАО "Тихоокеанский Внешторгбанк" - ГК "АСВ";049805609;30101810600000000728;Назначение платежа? Например, порядковый номер ED101 = 176
02;45;177;2024-10-18;4583001999;1;01;2017-06-09;90;КУ ООО "ТАТАГРОПРОМБАНК" - ГК "АСВ";049205708;30101810000000000708;КУ ООО КБ Центрально-Европейский Банк-ГК АСВ;047601205;30101810950040000205;Назначение платежа? Например, порядковый номер ED101 = 177
02;45;178;2024-10-18;4583001999;1;01;2016-05-10;20;АО "БМ-Банк";044525062;30101810345250000062;АО "Тойота Банк";044525630;30101810600000000630;Назначение платежа? Например, порядковый номер ED101 = 178
02;45;179;2024-10-18;4583001999;1;01;2012-09-24;20;ООО НКО "ЮМани";044525444;30103810945250000444;АО "МОСКОМБАНК";044525476;30101810245250000476;Назначение платежа? Например, порядковый номер ED101 = 179
02;45;180;2024-10-18;4583001999;1;01;1994-01-20;20;ООО "банк Раунд";044525739;30101810445250000739;АО АКБ "Алеф-Банк";044525268;30101810945250000268;Назначение платежа? Например, порядковый номер ED101 = 180
02;45;181;2024-10-18;4583001999;1;01;2017-06-21;90;КУ АКИБ "ОБРАЗОВАНИЕ" (АО) - ГК "АСВ";044525719;30101810245250000719;КУ АКБ "ИНВЕСТБАНК" (ОАО)-ГК "АСВ";044525729;30101810345250000729;Назначение платежа? Например, порядковый номер ED101 = 181
02;45;182;2024-10-18;4583001999;1;01;2016-07-15;90;КУ АО "СМАРТБАНК" - ГК "АСВ";044525746;30101810645250000746;КУ ОАО БАНК "СОДРУЖЕСТВО"-ГК "АСВ";044525695;30101810945250000695;Назначение платежа? Например, порядковый номер ED101 = 182
02;45;183;2024-10-18;4583001999;1;01;2013-11-26;90;КУ АКБ "ЕИБ" ЗАО-ГК "АСВ";044525703;30101810345250000703;КУ ПАО "ТАЙМ БАНК" - ГК "АСВ";044525713;30101810445250000713;Назначение платежа? Например, порядковый номер ED101 = 183
02;45;184;2024-10-18;4583001999;1;01;2014-07-07;90;КУ ОАО КБ "СТРОЙКРЕДИТ" - ГК "АСВ";044525718;30101810945250000718;КУ ОАО АКБ "ЛЕСБАНК"-ГК "АСВ";044525694;30101810645250000694;Назначение платежа? Например, порядковый номер ED101 = 184
02;45;185;2024-10-18;4583001999;1;01;2021-07-16;75;Небанковская кредитная организация - центральный контрагент "РДК" (Акционерное общество);044501078;30414810345010000003;КУ КБ "ИНТЕРКРЕДИТ" (АО) - ГК "АСВ";044525957;30101810845250000957;Назначение платежа? Например, порядковый номер ED101 = 185
02;45;186;2024-10-18;4583001999;1;01;2016-05-25;90;КУ "РЕГНУМ БАНК" (ООО) - ГК "АСВ";044525993;30101810045250000993;Минфин России;200000390;40106810845250000023;Назначение платежа? Например, порядковый номер ED101 = 186
02;45;187;2024-10-18;4583001999;1;01;2015-12-21;99;ФКУ "ГНТЦ "Гарант";245011074;40106810245250000021;Государственная корпорация "Ростех";245011052;40503810145250000025;Назначение платежа? Например, порядковый номер ED101 = 187
02;35;188;2024-10-18;4583001999;1;01;2015-12-28;99;АНО "ФЗВ";245011066;40503810445250000026;Координационный Комитет по вопросам ПВО;245011073;40808810245250000031;Назначение платежа? Например, порядковый номер ED101 = 188
02;45;189;2024-10-18;4583001999;1;01;2015-09-11;90;КУ АО БАНК "РСКБ" - ГК "АСВ";044525211;30101810345250000211;КУ ПАО МАБ "ТЕМПБАНК" - ГК "АСВ";044525130;30101810345250000130;Назначение платежа? Например, порядковый номер ED101 = 189
02;45;190;2024-10-18;4583001999;1;01;2016-03-11;90;КУ ООО КБ "АДМИРАЛТЕЙСКИЙ" - ГК "АСВ";044525157;30101810645250000157;КУ ООО КБ "ПУЛЬС СТОЛИЦЫ" - ГК "АСВ";044525180;30101810845250000180;Назначение платежа? Например, порядковый номер ED101 = 190
02;45;191;2024-10-18;4583001999;1;01;2016-09-19;90;КУ АО "ЕВРОАКСИС БАНК" - ГК "АСВ";044525193;30101810600000000193;КУ АО БАНК "ТГБ" - ГК "АСВ";044525208;30101810345250000208;Назначение платежа? Например, порядковый номер ED101 = 191
02;45;192;2024-10-18;4583001999;1;01;2014-12-12;90;КУ КБ СССБ (ООО) - ГК "АСВ";044525146;30101810245250000146;КУ ЗАО МЕЖДУНАРОДНЫЙ ПРОМЫШЛЕННЫЙ БАНК-ГК АСВ;044525748;30101810000000000748;Назначение платежа? Например, порядковый номер ED101 = 192
02;45;193;2024-10-18;4583001999;1;01;2016-08-09;90;КУ "СОВЕРЕН БАНК" (АО) - ГК "АСВ";044525749;30101810545250000749;КУ КБ "ВИТЯЗЬ" - (ООО) - ГК "АСВ";044525971;30101810245250000971;Назначение платежа? Например, порядковый номер ED101 = 193
02;45;194;2024-10-18;4583001999;1;01;2015-11-02;90;КУ БАНК "КЛИЕНТСКИЙ" (АО) - ГК "АСВ";044525932;30101810145250000932;КУ АКБ "Русский Трастовый Банк" (АО) - ГК "АСВ";044525930;30101810545250000930;Назначение платежа? Например, порядковый номер ED101 = 194
02;45;195;2024-10-18;4583001999;1;01;1994-01-20;20;АО "Авто Финанс Банк";044525147;30101810545250000147;КУ КБ "ХОЛДИНГ-КРЕДИТ" ООО - ГК "АСВ";044525910;30101810345250000910;Назначение платежа? Например, порядковый номер ED101 = 195
02;45;196;2024-10-18;4583001999;1;01;2014-07-21;90;КУ ОАО "НББ" - ГК "АСВ";044525902;30101810845250000902;КУ ЗАО КБ "ЛАДА-КРЕДИТ" - ГК "АСВ";044525928;30101810845250000928;Назначение платежа? Например, порядковый номер ED101 = 196
02;45;197;2024-10-18;4583001999;1;01;2012-10-05;90;КУ ООО "ВИТАС БАНК" - ГК "АСВ";044525398;30101810145250000398;КУ ОАО "ЮНИКОРБАНК" - ГК "АСВ";044525397;30101810845250000397;Назначение платежа? Например, порядковый номер ED101 = 197
02;45;198;2024-10-18;4583001999;1;01;2017-10-09;90;КУ КБ "МСБ" (ООО) - ГК "АСВ";044525424;30101810245250000421;КУ КБ "АЛЬТА-БАНК" (ЗАО) - ГК "АСВ";044525421;30101810900000000424;Назначение платежа? Например, порядковый номер ED101 = 198
02;45;199;2024-10-18;4583001999;1;01;2014-12-22;90;КУ ОАО БАНК "НАРОДНЫЙ КРЕДИТ" - ГК "АСВ";044525431;30101810345250000431;КУ КБ "ЕВРОСТАНДАРТ" (ООО) - ГК "АСВ";044525433;30101810945250000433;Назначение платежа? Например, порядковый номер ED101 = 199
02;45;200;2024-10-18;4583001999;1;01;2015-05-08;90;КУ СБ БАНК (ООО) - ГК "АСВ";044525921;30101810745250000921;КУ АО "МЕТРОБАНК" - ГК "АСВ";044525471;30101810745250000471;Назначение платежа? Например, порядковый номер ED101 = 200
02;45;201;2024-10-18;4583001999;1;01;2014-08-13;90;КУ БАНК "НАВИГАТОР" (ОАО) - ГК "АСВ";044525477;30101810545250000477;КУ ПАО КБ "ЕВРОСИТИБАНК" - ГК "АСВ";044525484;30101810745250000484;Назначение платежа? Например, порядковый номер ED101 = 201
02;45;202;2024-10-18;4583001999;1;01;2016-11-10;90;КУ БАНК "КРЕДИТ-МОСКВА" (ПАО) - ГК "АСВ";044525501;30101810945250000501;КУ ОАО БАНК "ЗАПАДНЫЙ" - ГК "АСВ";044525534;30101810900000000534;Назначение платежа? Например, порядковый номер ED101 = 202
02;45;203;2024-10-18;4583001999;1;01;2018-09-26;90;КУ АБ "АЛДАНЗОЛОТОБАНК" АО - ГК "АСВ";044525535;30101810445250000535;КУ "НОТА-БАНК" (ПАО) - ГК "АСВ";044525569;30101810700000000569;Назначение платежа? Например, порядковый номер ED101 = 203
02;45;204;2024-10-18;4583001999;1;01;2016-08-10;90;КУ КБ "ФИНАНСОВЫЙ СТАНДАРТ" (ООО) - ГК "АСВ";044525547;30101810145250000547;КУ ПАО БАНК "ЮГРА" - ГК "АСВ";044525434;30101810245250000434;Назначение платежа? Например, порядковый номер ED101 = 204
02;45;205;2024-10-18;4583001999;1;01;2014-08-18;90;КУ ООО КБ "БАНК БФТ" - ГК "АСВ";044525447;30101810245250000447;КУ ООО "ВНЕШПРОМБАНК" - ГК "АСВ";044525455;30101810500000000455;Назначение платежа? Например, порядковый номер ED101 = 205
02;45;206;2024-10-18;4583001999;1;01;2015-01-22;90;КУ БАНК-Т (ОАО) - ГК "АСВ";044525436;30101810845250000436;Креди Агриколь КИБ АО;044525191;30101810745374525191;Назначение платежа? Например, порядковый номер ED101 = 206
02;45;207;2024-10-18;4583001999;1;01;2015-09-17;90;КУ КБ "ИНВЕСТИЦИОННЫЙ СОЮЗ" (ООО) - ГК "АСВ";044525445;30101810645250000445;ЦИК России;245011058;40106810545250000022;Назначение платежа? Например, порядковый номер ED101 = 207
02;46;208;2024-10-18;4583001999;1;01;2010-12-31;52;УФК по Московской области;044697100;40116810946970010001;Филиал "Тульский" ООО КБ "АРЕСБАНК";047003792;30101810300000000792;Назначение платежа? Например, порядковый номер ED101 = 208
02;04;209;2024-10-18;4583001999;1;01;1994-01-20;30;ФИЛИАЛ БАНКА ВТБ (ПАО) В Г.КРАСНОЯРСКЕ;040407523;30101810200000000777;АО АИКБ "ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК";040407777;30101810650040000523;Назначение платежа? Например, порядковый номер ED101 = 209
02;45;210;2024-10-18;4583001999;1;01;2021-01-27;20;НКО ЦК РДК (АО);044525053;30103810145250000053;КУ ОАО "СИБНЕФТЕБАНК" - ГК "АСВ";047102861;30101810700000000861;Назначение платежа? Например, порядковый номер ED101 = 210
02;45;211;2024-10-18;4583001999;1;01;2012-01-26;90;КУ ООО "УИК-БАНК";047501843;30101810200000000843;ООО "СПЕЦСТРОЙБАНК";044525728;30101810045250000728;Назначение платежа? Например, порядковый номер ED101 = 211
02;46;212;2024-10-18;4583001999;1;01;2010-12-20;52;УФК по Московской области;044674100;40116810500000010004;УФК ПО Г. МОСКВЕ;004525988;40102810545370000003;Назначение платежа? Например, порядковый номер ED101 = 212
02;45;213;2024-10-18;4583001999;1;01;2016-09-14;52;УФК ПО МОСКОВСКОЙ ОБЛАСТИ;004525987;40102810845370000004;УФК по Ханты-Мансийскому автономному округу-Югре;007162163;40102810245370000007;Назначение платежа? Например, порядковый номер ED101 = 213
02;71;214;2024-10-18;4583001999;1;01;1997-11-28;52;УФК  ПО ЯМАЛО-НЕНЕЦКОМУ АВТОНОМНОМУ ОКРУГУ;007182108;40102810145370000008;УФК по Красноярскому краю;010407105;40102810245370000011;Назначение платежа? Например, порядковый номер ED101 = 214
02;08;215;2024-10-18;4583001999;1;01;1994-07-06;52;УФК по Хабаровскому краю;010813050;40102810845370000014;УФК по Амурской области;011012100;40102810245370000015;Назначение платежа? Например, порядковый номер ED101 = 215
02;45;216;2024-10-18;4583001999;1;01;1994-12-09;20;АО "РФК-банк";044525257;30101810545250000257;УФК по Брянской области;011501101;40102810245370000019;Назначение платежа? Например, порядковый номер ED101 = 216
02;19;217;2024-10-18;4583001999;1;01;2000-01-01;52;УФК ПО ВОЛОГОДСКОЙ ОБЛАСТИ;011909101;40102810445370000022;УФК по Воронежской области;012007084;40102810945370000023;Назначение платежа? Например, порядковый номер ED101 = 217
02;22;218;2024-10-18;4583001999;1;01;1995-07-14;52;УФК по Нижегородской области;012202102;40102810745370000024;УФК по Ивановской области;012406500;40102810645370000025;Назначение платежа? Например, порядковый номер ED101 = 218
02;25;219;2024-10-18;4583001999;1;01;1994-07-15;52;УФК ПО ИРКУТСКОЙ ОБЛАСТИ;012520101;40102810145370000026;УФК по Республике Ингушетия;012618001;40102810345370000027;Назначение платежа? Например, порядковый номер ED101 = 219
02;2700;220;2024-10-18;4583001999;1;01;2000-01-01;52;УФК по Калининградской области;012809106;40102810545370000028;УФК по Тверской области;012748051;40102810545370000029;Назначение платежа? Например, порядковый номер ED101 = 220
02;29;221;2024-10-18;4583001999;1;01;2000-01-01;52;УФК по Калужской области;012908002;40102810045370000030;УФК по Камчатскому краю;013002402;40102810945370000031;Назначение платежа? Например, порядковый номер ED101 = 221
02;34;222;2024-10-18;4583001999;1;01;2000-01-01;52;УФК ПО КОСТРОМСКОЙ ОБЛАСТИ;013469126;40102810945370000034;УФК по Республике Крым;013510002;40102810645370000035;Назначение платежа? Например, порядковый номер ED101 = 222
02;36;223;2024-10-18;4583001999;1;01;1993-10-11;52;УФК по Самарской области;013601205;40102810545370000036;УФК по Курганской области;013735150;40102810345370000037;Назначение платежа? Например, порядковый номер ED101 = 223
02;38;224;2024-10-18;4583001999;1;01;2000-01-01;52;УФК ПО КУРСКОЙ ОБЛАСТИ;013807906;40102810545370000038;УФК ПО ЛИПЕЦКОЙ ОБЛАСТИ;014206212;40102810945370000039;Назначение платежа? Например, порядковый номер ED101 = 224
02;44;225;2024-10-18;4583001999;1;01;2008-06-11;52;УФК по Магаданской области;014442501;40102810945370000040;УФК ПО НОВГОРОДСКОЙ ОБЛАСТИ;014959900;40102810145370000042;Назначение платежа? Например, порядковый номер ED101 = 225
02;50;226;2024-10-18;4583001999;1;01;2009-12-18;52;УФК по Новосибирской области;015004950;40102810445370000043;УФК по Омской области;015209001;40102810245370000044;Назначение платежа? Например, порядковый номер ED101 = 226
02;53;227;2024-10-18;4583001999;1;01;2000-01-01;52;УФК по Оренбургской области;015354008;40102810545370000045;УФК по Орловской области;015402901;40102810545370000046;Назначение платежа? Например, порядковый номер ED101 = 227
02;56;228;2024-10-18;4583001999;1;01;1994-03-17;52;УФК по Пензенской области;015655003;40102810045370000047;УФК по Пермскому краю;015773997;40102810145370000048;Назначение платежа? Например, порядковый номер ED101 = 228
02;58;229;2024-10-18;4583001999;1;01;2000-01-01;52;УФК по Псковской области;015805002;40102810145370000049;УФК по Рязанской области;016126031;40102810345370000051;Назначение платежа? Например, порядковый номер ED101 = 229
02;63;230;2024-10-18;4583001999;1;01;1998-01-01;52;УФК по Саратовской области;016311121;40102810845370000052;УФК по Сахалинской области;016401800;40102810845370000053;Назначение платежа? Например, порядковый номер ED101 = 230
02;66;231;2024-10-18;4583001999;1;01;2000-01-01;52;УФК по Смоленской области;016850200;40102810445370000055;УФК по Тамбовской области;016614901;40102810645370000057;Назначение платежа? Например, порядковый номер ED101 = 231
02;69;232;2024-10-18;4583001999;1;01;1998-01-01;52;УФК по Томской области;016902004;40102810245370000058;УФК по Тульской области;017003983;40102810445370000059;Назначение платежа? Например, порядковый номер ED101 = 232
02;73;233;2024-10-18;4583001999;1;01;1994-05-05;52;УФК по Ульяновской области;017308101;40102810645370000061;УФК по Челябинской области;017501500;40102810645370000062;Назначение платежа? Например, порядковый номер ED101 = 233
02;77;234;2024-10-18;4583001999;1;01;1998-01-06;52;УФК ПО ЧУКОТСКОМУ АВТОНОМНОМУ ОКРУГУ;017719101;40102810745370000064;УФК по Ярославской области;017888102;40102810245370000065;Назначение платежа? Например, порядковый номер ED101 = 234
02;79;235;2024-10-18;4583001999;1;01;1994-11-23;52;УФК по Республике Адыгея;017908101;40102810145370000066;УФК по Республике Бурятия;018142016;40102810545370000068;Назначение платежа? Например, порядковый номер ED101 = 235
02;84;236;2024-10-18;4583001999;1;01;2000-01-01;52;УФК  по Республике Алтай;018405033;40102810045370000071;УФК по Республике Калмыкия;018580010;40102810245370000072;Назначение платежа? Например, порядковый номер ED101 = 236
02;87;237;2024-10-18;4583001999;1;01;1996-01-01;52;УФК по Республике Коми;018702501;40102810245370000074;УФК по Республике Марий Эл;018860003;40102810545370000075;Назначение платежа? Например, порядковый номер ED101 = 237
02;89;238;2024-10-18;4583001999;1;01;1994-07-06;52;УФК по Республике Мордовия;018952501;40102810345370000076;УФК по Республике Северная Осетия - Алания;019033100;40102810945370000077;Назначение платежа? Например, порядковый номер ED101 = 238
02;67;239;2024-10-18;4583001999;1;01;2014-03-28;52;УФК по Республике Крым;046709101;40116810067090010009;УФК по г. Севастополю;046709102;40116810800090010004;Назначение платежа? Например, порядковый номер ED101 = 239
02;50;240;2024-10-18;4583001999;1;01;2010-01-21;52;УФК по Новосибирской области;045080101;40116810050800010001;УФК по Камчатскому краю;043081100;40116810830810010001;Назначение платежа? Например, порядковый номер ED101 = 240
02;35;241;2024-10-18;4583001999;1;01;2015-12-08;52;УФК по Республике Крым;043512100;40116810935120010001;УФК по Камчатскому краю;043083101;40116810830830010001;Назначение платежа? Например, порядковый номер ED101 = 241
02;45;242;2024-10-18;4583001999;1;01;1995-04-25;20;МП Банк (ООО);049205677;30101810200000000247;ГК "АСВ" - КУ "АНКОР БАНК" (АО);044525247;30101810845379205677;Назначение платежа? Например, порядковый номер ED101 = 242
02;45;243;2024-10-18;4583001999;1;01;1995-11-27;90;КУ ООО КБ "МЕГАПОЛИС" - ГК "АСВ";049706723;30101810600000000723;КУ АКБ "ЧУВАШКРЕДИТПРОМБАНК" ПАО - ГК "АСВ";049706725;30101810200000000725;Назначение платежа? Например, порядковый номер ED101 = 243
02;71;244;2024-10-18;4583001999;1;01;1994-09-13;99;Избирательная комиссия ХМАО - Югры;271001005;40301810600000000001;КУ АО "НВКбанк" - ГК "АСВ";046311751;30101810100000000751;Назначение платежа? Например, порядковый номер ED101 = 244
02;63;245;2024-10-18;4583001999;1;01;1998-01-01;99;Избирательная комиссия Саратовской области;263000258;40202810822020004001;АКБ "АЛМАЗЭРГИЭНБАНК" АО;049805770;30101810300000000770;Назначение платежа? Например, порядковый номер ED101 = 245
02;45;246;2024-10-18;4583001999;1;01;1994-01-20;90;КУ АКБ "ПРОМИНВЕСТБАНК" (ПАО) - ГК "АСВ";044525173;30101810645250000173;КУ ПАО АКБ "1БАНК" ГК "АСВ";049033746;30101810900000000746;Назначение платежа? Например, порядковый номер ED101 = 246
02;45;247;2024-10-18;4583001999;1;01;2014-01-23;90;КУ АКБ "БРР" (ОАО) ГК "АСВ";049033764;30101810500000000764;КУ ИАБ "ДИГ-БАНК" (ОАО) ГК "АСВ";049033780;30101810500000000780;Назначение платежа? Например, порядковый номер ED101 = 247
02;90;248;2024-10-18;4583001999;1;01;2016-06-01;20;НАЦИОНАЛЬНЫЙ БАНК РЕСПУБЛИКИ ЮЖНАЯ ОСЕТИЯ;049033199;30111810990330000199;ООО "КЭБ ЭйчЭнБи Банк";044525808;30101810500000000808;Назначение платежа? Например, порядковый номер ED101 = 248
02;45;249;2024-10-18;4583001999;1;01;2013-12-05;90;КУ ООО КБ "ИНСТРОЙБАНК" ГК "АСВ";044525690;30101810445250000690;ООО НКО "ПэйПал РУ";044525303;30103810100000000303;Назначение платежа? Например, порядковый номер ED101 = 249
02;45;250;2024-10-18;4583001999;1;01;2014-12-19;90;КУ ООО КБ "ПЕРВЫЙ ДЕПОЗИТНЫЙ" - ГК "АСВ";044525737;30101810845250000737;КУ ООО КБ "Нэклис-Банк" - ГК "АСВ";044525679;30101810945250000679;Назначение платежа? Например, порядковый номер ED101 = 250
02;45;251;2024-10-18;4583001999;1;01;1994-01-20;90;Ликвидатор ПАО АРКБ "Росбизнесбанк"-ГК "АСВ";044525676;30101810045250000676;КУ ООО КБ "ЭЛ БАНК" - ГК "АСВ";043678859;30101810500000000859;Назначение платежа? Например, порядковый номер ED101 = 251
02;36;252;2024-10-18;4583001999;1;01;2016-07-15;90;КУ АО "ФИА-БАНК" - ГК "АСВ";043678929;30101810100000000929;КУ КБ "ГАГАРИНСКИЙ" (АО) - ГК "АСВ";044525429;30101810400000000429;Назначение платежа? Например, порядковый номер ED101 = 252
02;45;253;2024-10-18;4583001999;1;01;1996-05-07;20;ООО "НКО "Вестерн Юнион ДП Восток";044525526;30103810900000000299;КУ КБ "Русский ипотечный банк" (ООО) - ГК "АСВ";044525299;30101810645250000526;Назначение платежа? Например, порядковый номер ED101 = 253
02;45;254;2024-10-18;4583001999;1;01;2017-03-28;90;КУ АО "ФОРУС БАНК" - ГК "АСВ";042202720;30101810100000000720;ГК "АСВ" - КУ БАНК "БОГОРОДСКИЙ" (ООО);042202733;30101810122020000733;Назначение платежа? Например, порядковый номер ED101 = 254
02;45;255;2024-10-18;4583001999;1;01;1994-01-20;90;КУ ПАО НКБ "РАДИОТЕХБАНК" - ГК "АСВ";042202773;30101810522020000773;избирательная комиссия Нижегородской области;222000300;40202810600000000119;Назначение платежа? Например, порядковый номер ED101 = 255
02;45;256;2024-10-18;4583001999;1;01;2016-01-27;90;КУ КБ "АНТАЛБАНК" ООО - ГК "АСВ";044525621;30101810045250000621;КУ ООО КБ "ОГНИ МОСКВЫ" - ГК "АСВ";044525592;30101810900000000592;Назначение платежа? Например, порядковый номер ED101 = 256
02;45;257;2024-10-18;4583001999;1;01;2014-09-23;90;КУ ОАО МКБ "ЗАМОСКВОРЕЦКИЙ" - ГК "АСВ";044525636;30101810645250000636;КУ "НАЦКОРПБАНК" (АО) - ГК "АСВ";044525653;30101810945250000653;Назначение платежа? Например, порядковый номер ED101 = 257
02;45;258;2024-10-18;4583001999;1;01;2018-05-07;90;КУ БАНК "СОЛИДАРНОСТЬ" АО - ГК "АСВ";044525664;30101810345250000664;ИКМО;278000688;40202810645250000169;Назначение платежа? Например, порядковый номер ED101 = 258
02;45;259;2024-10-18;4583001999;1;01;2014-02-11;90;КУ АБ "БПФ" (ЗАО)-ГК "АСВ";044525672;30101810845250000672;Мосгоризбирком;278000785;40202810145250000096;Назначение платежа? Например, порядковый номер ED101 = 259
02;45;260;2024-10-18;4583001999;1;01;2016-05-26;99;РНФ;278000760;40503810545250000094;ФПИ;278000689;40503810645250000091;Назначение платежа? Например, порядковый номер ED101 = 260
02;45;261;2024-10-18;4583001999;1;01;2012-09-17;90;Конкурсный управляющий НКО "ЭПС" (ООО);044525313;30103810445250000313;УФК по Донецкой Народной Республике;042157901;40102810745370000095;Назначение платежа? Например, порядковый номер ED101 = 261
02;10;262;2024-10-18;4583001999;1;01;1994-01-20;20;ПАО КБ "ВОСТОЧНЫЙ";041012718;30101810700000000718;АО РНКО "НОДА";044525989;30103810845374525989;Назначение платежа? Например, порядковый номер ED101 = 262
02;45;263;2024-10-18;4583001999;1;01;1994-01-20;90;КУ АКБ "АПАБАНК" (АО) - ГК "АСВ";044525238;30101810645250000238;Ликвидатор АО "РУНА-БАНК" - ГК "АСВ";044525261;30101810845250000261;Назначение платежа? Например, порядковый номер ED101 = 263
02;45;264;2024-10-18;4583001999;1;01;1994-01-20;90;Ликвидатор КБ "МКБ" (АО) - ГК "АСВ";044525298;30101810645250000319;Ликвидатор АО "ОРБАНК" - ГК "АСВ";044525319;30101810245250000298;Назначение платежа? Например, порядковый номер ED101 = 264
02;45;265;2024-10-18;4583001999;1;01;1994-01-20;90;КУ ООО КБ "Жилкредит" - ГК "АСВ";044525325;30101810545250000325;КУ АКБ "МАСТЕР-КАПИТАЛ" (ОАО) - ГК "АСВ";044525756;30101810745250000756;Назначение платежа? Например, порядковый номер ED101 = 265
02;45;266;2024-10-18;4583001999;1;01;1996-03-25;90;КУ ООО КБ "СОЮЗНЫЙ" - ГК "АСВ";044525553;30101810045250000553;КУ КБ "Геобанк" (ООО) - ГК "АСВ";044525775;30101810645250000775;Назначение платежа? Например, порядковый номер ED101 = 266
02;45;267;2024-10-18;4583001999;1;01;1994-06-15;90;КУ АО "Кросна-Банк" - ГК "АСВ";044525773;30101810045250000773;Ликвидатор ООО КБ "ПЛАТИНА" - ГК "АСВ";044525931;30101810845250000931;Назначение платежа? Например, порядковый номер ED101 = 267
02;45;268;2024-10-18;4583001999;1;01;2016-01-19;90;КУ ПАО АГРОИНКОМБАНК-ГК "АСВ";041203726;30101810800000000726;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ "АКБ НМБ ОАО"-ГК "АСВ";043209705;30101810700000000705;Назначение платежа? Например, порядковый номер ED101 = 268
02;52;269;2024-10-18;4583001999;1;01;2018-10-16;90;КУ АО "Мираф-Банк" - ГК "АСВ";045209703;30101810050045209703;УФК по Забайкальскому краю;017601329;40102810945370000063;Назначение платежа? Например, порядковый номер ED101 = 269
02;45;270;2024-10-18;4583001999;1;01;2003-01-30;20;АО Банк "Национальный стандарт";044525498;30101810045250000498;Московский филиал АО "ИК Банк";044525086;30101810745250000086;Назначение платежа? Например, порядковый номер ED101 = 270
02;33;271;2024-10-18;4583001999;1;01;2000-01-01;99;Избирательная комиссия Кировской области;233000221;40202810145373304001;ИКБР "ЯРИНТЕРБАНК" (ООО);047888728;30101810300000000728;Назначение платежа? Например, порядковый номер ED101 = 271
02;41;272;2024-10-18;4583001999;1;01;2023-05-16;30;Киришский ф-л ПАО "Банк "Санкт-Петербург";044030871;30101810745374030871;Приозерский ф-л ПАО "Банк "Санкт-Петербург";044030817;30101810945374030817;Назначение платежа? Например, порядковый номер ED101 = 272
02;92;273;2024-10-18;4583001999;1;01;2023-12-07;20;АО "ИК Банк";049205800;30101810845379205800;Избирательная комиссия Брянской области;215000042;40202810600000000552;Назначение платежа? Например, порядковый номер ED101 = 273
02;96;274;2024-10-18;4583001999;1;01;2011-06-29;52;УФК по Чеченской Республике;049626100;40116810096260010001;УФК по Нижегородской области;042299100;40116810000000010002;Назначение платежа? Например, порядковый номер ED101 = 274
02;11;275;2024-10-18;4583001999;1;01;2011-03-09;52;УФК по Архангельской области и Ненецкому автономному округу;044525583;40116810300000010001;Банк РМП (АО);041122101;30101810345250000583;Назначение платежа? Например, порядковый номер ED101 = 275
02;45;276;2024-10-18;4583001999;1;01;2015-09-28;20;АО "Почта Банк";044525214;30101810245250000214;АКБ "СЛАВИЯ" (АО);044525318;30101810345250000318;Назначение платежа? Например, порядковый номер ED101 = 276
02;08;277;2024-10-18;4583001999;1;01;2011-03-03;52;УФК по Хабаровскому краю;000816041;40116810008160010022;УФК по Астраханской области;041236100;40116810600000010012;Назначение платежа? Например, порядковый номер ED101 = 277
02;29;278;2024-10-18;4583001999;1;01;2002-02-08;30;ФИЛИАЛ АКБ "ФОРА-БАНК" (АО) В Г.КАЛУГА;042908770;30101810000000000770;УФК по Приморскому краю;000510022;40116810705100010008;Назначение платежа? Например, порядковый номер ED101 = 278
02;45;279;2024-10-18;4583001999;1;01;2011-12-28;52;УФК по г. Москве;044584100;40116810800000010004;КОНКУР.УПРАВ.ОАО БАНК "ПСБ"-ГК АСВ;048073765;30101810480730000765;Назначение платежа? Например, порядковый номер ED101 = 279
02;45;280;2024-10-18;4583001999;1;01;2023-11-09;52;Межрегиональное операционное управление Федерального казначейства;040053194;40116810945376614024;Межрегиональное операционное управление Федерального казначейства;040052193;40116810745376614023;Назначение платежа? Например, порядковый номер ED101 = 280
